city,year,fascia,num_modelli,num_auto,avg_daysonmarket,top3_str
Ardmore,2017,media,25,68,36.24,"power,wheel,rear"
Arlington,2015,bassa,40,48,43.75,"front,rear,power"
Arlington Heights,2010,bassa,15,19,64.58,"power,front,steering"
Arundel,2011,media,1,1,62.0,"heated,power,seat"
Arundel,2012,media,2,2,18.0,"power,rear,package"
Arundel,2020,media,11,75,96.23,"power,wheel,package"
Asbury Park,2011,bassa,1,1,7.0,"front,seat,rear"
Asbury Park,2017,alta,1,1,615.0,"rear,front,power"
Asbury Park,2019,bassa,5,6,102.83,"front,wheel,rear"
Asheboro,2008,bassa,5,5,85.0,"front,vehicle,seat"
Asheboro,2018,media,23,41,63.41,"front,rear,power"
Asheville,2019,bassa,17,36,56.47,"front,power,rear"
Ashland,1993,bassa,1,1,8.0,"power,locks,wheel"
Astoria,2010,bassa,1,1,4.0,"lights,additional,info"
Athens,2017,bassa,22,30,48.87,"control,front,power"
Atlanta,2018,alta,1,1,7.0,"ultimate,driving,machine"
Attleboro,2017,bassa,34,64,35.42,"wheel,vehicle,mirrors"
Auburn,1999,bassa,1,1,290.0,"1999,mustang,owned"
Auburn,2018,alta,2,2,37.0,"power,control,front"
Auburn Hills,2005,bassa,2,2,56.5,"door,front,seat"
Audio And Cruise Controls On Steering Wheel,,bassa,0,1,,""
Augusta,2005,bassa,1,1,23.0,""
Augusta,2019,alta,1,1,56.0,"door,vehicle,long"
Aurora,2015,media,6,13,31.69,"comma,rear,front"
Austinburg,2010,bassa,1,1,54.0,""
Avenel,2007,bassa,1,1,112.0,"rear,passenger,driver"
Avon,2003,bassa,1,1,15.0,"power,front,windows"
Avon,2010,bassa,4,4,39.0,"power,wheel,system"
Ayden,2020,bassa,1,1,120.0,"additional,metallic,audio"
Ayer,2020,alta,7,28,92.64,""
Bad Axe,2020,alta,6,8,28.75,""
Bakerstown,2020,bassa,1,2,131.5,"front,rear,audio"
Baldwinsville,2019,bassa,1,1,39.0,"power,front,wheel"
Ballston Spa,2012,bassa,1,2,37.5,"front,type,rear"
Bally,2018,bassa,1,1,58.0,"front,rear,seats"
Baltimore,2007,bassa,12,12,48.75,"power,front,rear"
Baltimore,2017,alta,6,6,50.83,"power,rear,seat"
Bangor,1999,bassa,1,1,5.0,"front,5188,power"
Baptistown,2013,media,1,1,26.0,"seats,power,wheel"
Barnesville,2007,bassa,2,2,1115.5,"front,rear,seat"
Barre,2011,bassa,10,12,153.75,"front,rear,power"
Barre,2018,media,10,13,22.38,"front,available,rear"
Barre,2021,media,1,7,31.86,"unlimited,plus,years"
Barrington,2004,alta,1,1,110.0,"front,rear,wheel"
Barrington,2005,bassa,1,1,35.0,"rear,seat,auto"
Barrington,2006,media,1,1,34.0,"carrera,wheel,package"
Barrington,2016,media,19,25,17.88,"front,rear,wheel"
Bartlesville,2007,bassa,1,1,6.0,"rear,best,power"
Bartonsville,2010,bassa,1,1,26.0,"power,mirror,passenger"
Bartonsville,2019,bassa,10,15,53.87,"power,wheel,control"
Batavia,2021,alta,1,5,29.8,""
Batesville,2007,bassa,2,2,429.0,"front,rear,type"
Battle Creek,2006,bassa,6,6,58.5,"front,seat,rear"
Battle Creek,2019,bassa,10,18,125.94,"power,black,seat"
Bay City,1999,bassa,1,1,8.0,"front,rear,passenger"
Bay City,2018,alta,2,2,21.0,"front,power,rear"
Bay Shore,2015,media,11,12,25.42,"rear,power,front"
Bay Shore,2018,bassa,14,24,40.67,"front,rear,wheel"
Bayside,2015,bassa,1,1,25.0,"front,rear,bayside"
Bayside,2021,media,4,147,11.61,"info,speed,additional"
Bealeton,2012,media,2,2,43.5,"vehicles,prices,power"
Beaver Falls,2017,bassa,6,12,259.67,"front,rear,power"
Beavercreek,2019,bassa,1,1,80.0,"rear,front,system"
Beaverdale,2017,media,12,19,30.42,"power,seats,wheel"
Bedford,2009,bassa,17,18,34.28,"front,rear,seat"
Bedford Hills,2014,bassa,2,2,6.5,"front,wheel,steering"
Bedford Hills,2019,media,8,9,98.89,"front,rear,wheel"
Bel Air,2012,bassa,1,1,3.0,"rear,front,power"
Bel Air,2014,bassa,5,5,23.0,"front,rear,power"
Belchertown,2007,bassa,1,1,42.0,"rear,front,type"
Bellerose,2019,bassa,1,1,38.0,"floor,mats,metallic"
Bellingham,2005,bassa,1,1,50.0,"front,rear,type"
Beloit,2010,media,1,1,0.0,"power,control,mirrors"
Beloit,2013,bassa,6,6,59.33,"front,rear,type"
Bennington,2015,bassa,11,12,49.25,"wheel,power,steering"
Bennington,2019,media,21,32,91.13,"wheel,power,driver"
Bensalem,1986,bassa,1,1,18.0,"original,rust,clean"
Bensenville,2012,media,3,3,20.0,"front,system,rear"
Benton,2008,bassa,1,1,12.0,"front,rear,type"
Benton,2009,bassa,1,1,36.0,"front,rear,seat"
Berea,2012,bassa,6,6,86.67,"power,steering,front"
Berea,2020,bassa,1,1,27.0,"comma,front,driver"
Bergenfield,2018,bassa,1,1,19.0,"power,airbag,online"
Berlin,2016,media,13,15,30.2,"front,power,rear"
Bernardsville,2014,bassa,1,1,1341.0,"radio,dealer,pick"
Bernardsville,2020,media,6,50,53.68,"volkswagen,rear,dealer"
Berne,2020,alta,1,3,121.0,"trailer,power,sales"
Berwyn,2009,bassa,3,3,125.0,"airbag,steering,power"
Berwyn,2016,bassa,5,8,94.25,"mirrors,power,inspection"
Bethel Park,2017,bassa,2,2,41.5,"control,prioritizes,safety"
Bethel Park,2018,media,2,5,16.6,"features,give,call"
Bethesda,2016,bassa,9,11,15.91,"front,rear,wheel"
Bethlehem,2020,media,31,155,146.0,"front,rear,power"
Big Rapids,2019,media,5,6,263.0,"rear,front,power"
Binghamton,1994,bassa,1,1,6.0,"power,mercedes,control"
Birmingham,2018,media,2,2,31.5,"driver,wheel,power"
Biscoe,2003,bassa,1,1,39.0,"dual,power,window"
Blackwood,2003,media,2,2,98.5,"power,seat,call"
Blauvelt,2002,bassa,2,2,146.5,"power,steering,front"
Blauvelt,2008,bassa,6,8,63.88,"power,available,drive"
Blauvelt,2011,bassa,8,8,110.0,"power,steering,drive"
Blauvelt,2016,bassa,5,5,25.4,"front,rear,steering"
Bloomfield,2012,media,3,3,20.0,"front,rear,type"
Bloomfield Hills,2020,bassa,1,2,82.5,"additional,info,wheels"
Bloomingdale,2014,media,1,1,1.0,"rear,front,type"
Bloomsburg,1992,media,1,1,273.0,"check,1992,rolls"
Bloomsburg,2018,media,13,21,31.38,"power,automatic,rear"
Bloomsburg,2020,media,35,213,91.49,"power,rear,wheel"
Blue Island,2017,bassa,8,10,33.3,"rear,front,power"
Blue Island,2020,media,3,17,167.24,"rear,front,power"
Bluffton,2018,media,9,11,228.27,"front,power,2018"
Boardman,2013,bassa,13,14,24.29,"front,power,wheel"
Bohemia,2012,media,4,4,35.0,"front,wheel,rear"
Boise,2003,bassa,1,1,56.0,"front,rear,power"
Bolivar,2013,bassa,1,1,19.0,"rear,power,mirror"
Bomoseen,2010,bassa,1,1,166.0,"front,rear,type"
Boonton,2014,bassa,1,1,39.0,"black,clean,carfax"
Boonville,2011,bassa,1,1,26.0,escape
Boston,2009,bassa,1,1,27.0,"rear,front,2009"
Boston,2017,bassa,7,22,37.27,"certified,rear,power"
Bourbonnais,2016,media,9,12,58.17,"seats,power,control"
Bow,2012,bassa,5,5,12.8,"front,rear,wheel"
Bow,2016,bassa,4,5,5.8,"front,rear,wheel"
Bow,2020,media,3,3,33.67,"rear,front,steering"
Bowie,2009,bassa,1,1,11.0,"front,seat,power"
Braddock Heights,2019,bassa,16,56,52.95,"front,rear,wheel"
Bradley,2013,bassa,3,3,44.0,"seats,power,control"
Braintree,2007,bassa,1,1,2.0,"power,anti,driver"
Braintree,2011,media,1,1,32.0,"power,front,door"
Braintree,2020,alta,12,139,133.07,"power,chrome,herb"
Brakes- In the last 3k miles 9.5mm left on all pads!,,bassa,0,1,,""
Branchville,2011,media,1,1,382.0,"front,rear,color"
Branchville,2012,bassa,5,5,76.8,"front,rear,type"
Brandywine,2015,bassa,3,3,21.0,"power,carmax,vehicle"
Branford,2016,media,8,8,23.5,"power,rear,front"
Brattleboro,2013,media,2,2,10.0,"power,control,group"
Brattleboro,2015,bassa,10,10,31.3,"front,rear,power"
Brazil,2008,bassa,5,5,93.6,"rear,power,front"
Brazil,2009,bassa,4,4,81.75,"power,airbag,seat"
Brevard,2016,bassa,3,3,9.33,"call,egolf,brevard"
Brewer,2016,media,1,1,4.0,"power,rear,passenger"
Brewster,2015,bassa,7,10,22.4,"front,wheel,rear"
Brewster,2019,media,18,35,93.77,"front,rear,wheel"
Bridgeview,2016,bassa,18,23,89.52,"front,rear,power"
Bridgeview,2017,media,9,9,79.11,"front,rear,control"
Bridgeville,2013,bassa,3,3,16.33,"front,rear,power"
Bridgeville,2015,bassa,1,1,56.0,"front,rear,driver"
Bridgeville,2016,media,7,8,53.63,"rear,front,power"
Brighton,2009,bassa,1,1,4.0,"brighton,ford,used"
Bristol,1992,bassa,1,1,24.0,"rear,engine,wheel"
Bristol,2015,alta,1,1,6.0,"seats,heated,automatic"
Brockport,2007,media,1,1,28.0,"airbag,here,warranty"
Brockton,2006,bassa,1,1,289.0,"power,control,millennium"
Brockton,2008,bassa,4,4,24.0,"front,rear,power"
Brockton,2019,alta,3,4,108.5,"group,rear,first"
Brockway,1993,bassa,1,1,33.0,"front,rear,type"
Bronx,1998,bassa,1,1,49.0,"front,steering,wheel"
Bronx,2009,bassa,6,6,20.0,"front,rear,power"
Bronx,2012,media,3,3,25.33,"front,system,rear"
Bronx,2020,bassa,10,28,110.11,"price,rear,2020"
Brook Park,2012,bassa,1,1,9.0,"front,2012,door"
Brook Park,2020,media,9,210,71.0,"power,driver,front"
Brookfield,2018,bassa,2,2,32.5,"front,steering,wheel"
Brookline,2008,bassa,2,2,14.0,"system,front,inspection"
Brookline,2009,bassa,1,1,42.0,"system,wheel,inspection"
Brooklyn,2014,media,13,15,269.93,"power,rear,front"
Brooklyn,2020,bassa,9,26,120.12,"front,wheel,steering"
Brunswick,2016,media,19,27,35.07,"rear,power,wheel"
Brunswick,2019,bassa,17,29,38.03,"front,rear,power"
Buckhannon,2017,bassa,6,7,41.57,"power,rear,wheel"
Budd Lake,2013,bassa,2,2,125.5,"front,rear,wheel"
Buffalo,1970,alta,2,2,510.5,"were,boss,metallic"
Buffalo,2003,bassa,4,4,143.75,"front,rear,wheel"
Buffalo,2015,media,15,17,18.82,"power,rear,wheel"
Buffalo Grove,2009,bassa,1,1,12.0,"front,rear,system"
Buffalo Grove,2009,media,1,1,19.0,"control,system,sport"
Buffalo Grove,2010,bassa,2,2,11.0,"system,front,rear"
Bunn,2009,bassa,2,2,18.5,"airbags,power,wheel"
Burbank,1999,bassa,1,1,40.0,"power,great,signature"
Burlingame,2018,bassa,2,3,8.0,"front,control,wheel"
Burlington,1994,bassa,1,1,39.0,"power,front,wheel"
Burlington,2012,media,1,2,19.0,"carfax,warranty,steering"
Burlington,2014,media,6,9,36.11,"power,control,wheel"
Burlington,2021,alta,13,43,21.72,"package,power,wheel"
Burlington,2021,bassa,2,10,44.3,"power,rear,wheel"
Burlington Township,2019,bassa,10,11,70.45,"front,power,rear"
Burns Harbor,1998,bassa,1,1,31.0,"power,wheel,steering"
Butler,2014,bassa,25,27,26.04,"front,rear,power"
Butler,2014,media,6,9,23.89,"rear,front,power"
Butler,2018,bassa,9,12,27.25,"front,rear,wheel"
Butler,2021,media,7,33,30.85,"power,rear,seat"
Buzzards Bay,2005,bassa,1,1,55.0,"front,power,wheel"
Byron Center,2013,bassa,3,3,128.33,"front,rear,type"
Byron Center,2017,media,16,23,100.52,"front,rear,wheel"
Cabot,2017,bassa,1,1,24.0,"airbag,vehicle,control"
Calcutta,2012,bassa,2,2,11.0,"front,power,rear"
Calcutta,2015,bassa,5,5,15.0,"power,front,rear"
Caldwell,2013,bassa,1,1,11.0,"dealer,front,player"
Caldwell,2017,media,9,12,35.83,"front,rear,power"
Caledonia,2011,media,5,5,40.4,"power,airbags,seats"
California,2016,media,1,1,20.0,"system,2016,awards"
Calumet City,2014,bassa,3,3,23.33,"rear,power,front"
Calumet City,2020,media,20,81,59.73,"front,rear,power"
Cambridge,2000,bassa,1,1,35.0,"front,power,wheel"
Cambridge,2005,bassa,5,5,49.0,"front,power,rear"
Cambridge,2011,media,2,2,31.0,"machined,wheels,recent"
Cambridge,2016,media,12,20,26.45,"front,wheel,steering"
Camden,2016,media,1,2,214.0,""
Camp Hill,2010,bassa,6,6,29.17,"front,rear,type"
Canaan,2016,media,1,1,1425.0,"front,rear,type"
Canal Fulton,2010,media,1,1,19.0,"power,steering,truck"
Canal Fulton,2013,bassa,4,4,94.25,"power,passenger,mirror"
Canal Winchester,2021,alta,1,8,19.13,"trailering,package,2021"
Canastota,2011,bassa,1,1,50.0,"front,rear,side"
Canastota,2016,bassa,2,2,32.5,"front,rear,driver"
Candler,2005,bassa,1,1,36.0,"power,leather,rear"
Canfield,2015,media,7,10,9.6,"front,rear,ford"
Canfield,2017,alta,1,1,5.0,"power,package,ford"
Canonsburg,2007,media,1,1,21.0,"power,wheels,wheel"
Canonsburg,2009,bassa,2,2,92.0,"2009,vehicle,honda"
Canonsburg,2021,media,9,71,21.27,"wheel,steering,rear"
Canton,2015,bassa,34,38,40.68,"front,rear,power"
Cape May Court House,2014,media,1,1,4.0,"navtraffic,traffic,time"
Cape May Court House,2021,alta,1,1,4.0,"power,seat,rear"
Capitol Heights,2014,bassa,3,3,170.67,"front,rear,type"
Caribou,2010,bassa,3,3,107.0,"airbag,power,truck"
Caribou,2014,bassa,2,2,26.5,""
Caribou,2015,bassa,4,4,52.5,"airbag,steering,power"
Carlstadt,2005,bassa,3,3,77.33,"rear,front,system"
Carmel,2021,media,2,7,5.29,"wheel,control,steering"
Carmichaels,2015,bassa,5,5,48.8,"brakes,call,available"
Carmichaels,2018,bassa,3,3,172.67,"front,rear,power"
Carnegie,2020,alta,9,21,151.0,"front,wheel,power"
Caro,2016,media,2,3,18.67,"rear,front,power"
Carol Stream,2014,bassa,2,2,11.0,"rear,power,steering"
Carroll,1997,bassa,1,1,29.0,"columbus,rear,cadillac"
Carroll,2007,bassa,7,7,78.86,"columbus,power,cadillac"
Cary,2006,bassa,9,9,26.0,"power,driver,wheel"
Cary,2017,media,71,164,37.07,"power,rear,wheel"
Catonsville,2018,media,25,51,54.94,"front,rear,power"
Cedar Bluff,2013,bassa,1,1,200.0,"power,control,bags"
Cedar Bluff,2014,bassa,2,2,212.5,"power,bags,control"
Cedar Springs,2011,bassa,4,4,43.75,"front,rear,type"
Center Conway,2019,media,2,3,11.0,"speed,automatic,front"
Center Rutland,2012,bassa,6,6,134.33,"front,rear,type"
Central Islip,2017,bassa,1,1,10.0,"power,driver,control"
Central Square,2018,media,9,9,12.33,"drivers,sanitize,vehicle"
Central Square,2020,media,12,42,52.38,"additional,drivers,sanitize"
Chagrin Falls,2006,bassa,1,1,76.0,"power,dealer,windows"
Chagrin Falls,2018,media,1,1,61.0,"dealer,power,dealership"
Channahon,2017,media,6,6,14.83,"front,rear,color"
Channahon,2018,media,2,2,0.0,"front,rear,type"
Chantilly,2004,media,1,1,134.0,"power,free,leather"
Chantilly,2006,alta,1,1,130.0,"free,power,leather"
Chantilly,2018,bassa,29,48,51.83,"front,rear,power"
Chapel Hill,1994,bassa,1,1,7.0,"power,additional,info"
Chapmanville,2002,media,1,1,32.0,"carfax,speed,manual"
Chapmanville,2013,bassa,2,2,34.0,"system,2013,touch"
Chardon,1988,bassa,1,1,262.0,"power,front,seat"
Charles Town,2017,media,2,2,37.5,"rear,front,power"
Charleston,2019,bassa,14,17,100.41,"rear,front,driver"
Charlotte,1998,bassa,1,1,161.0,"rear,front,door"
Charlotte,2016,media,61,116,31.46,"power,front,rear"
Charlotte,2017,bassa,89,436,55.22,"power,front,rear"
Charlottesville,2014,bassa,19,26,61.35,"front,power,rear"
Charlton,2018,media,7,8,114.0,"rear,front,power"
Cheektowaga,2017,bassa,6,9,26.44,"front,rear,wheel"
Chelmsford,2011,bassa,3,3,41.67,"power,steering,vehicle"
Chenoa,2015,media,1,1,70.0,"power,great,running"
Chenoa,2018,bassa,1,1,16.0,"power,airbags,wheel"
Cherry Hill,2010,bassa,11,12,33.58,"front,rear,control"
Cherryville,2013,media,2,3,47.67,"front,price,vehicles"
Cherryville,2017,media,2,3,40.67,"additional,info,axle"
Chesapeake,2001,bassa,4,5,27.4,"front,power,wheel"
Cheshire,2020,media,45,276,82.36,"front,rear,power"
Chester,2018,bassa,2,2,22.0,"home,vehicle,rear"
Chesterfield,2020,media,3,3,55.67,"front,rear,type"
Chesterton,2012,bassa,1,1,6.0,"front,home,steering"
Chesterton,2016,media,3,3,21.67,"power,rear,front"
Chicago,1992,bassa,1,1,58.0,"front,additional,info"
Chicago,2015,media,34,47,49.74,"front,power,rear"
Chicago,2021,bassa,4,18,42.0,"rear,power,front"
Chicago Heights,2015,bassa,3,3,87.0,"front,rear,power"
Chichester,2013,bassa,6,6,71.5,"front,rear,power"
Chicopee,2014,bassa,4,4,27.0,"front,power,wheel"
Chicopee,2017,alta,1,1,7.0,"front,rear,seat"
Chicopee,2020,media,29,118,100.62,"front,radio,rear"
Chillicothe,2013,media,3,4,32.0,"package,power,system"
Chittenango,2012,bassa,1,1,34.0,"front,vehicle,power"
Christiansburg,2018,bassa,4,4,3.0,"power,wheel,rear"
Church Hill,2018,media,1,1,33.0,"power,additional,info"
Churchville,2016,media,1,1,15.0,"chevrolet,boasts,colorado"
Churchville,2017,bassa,5,10,55.3,"chevrolet,driver,includes"
Cicero,2015,media,2,2,18.5,"airbag,wheel,locks"
Cincinnati,2020,media,18,42,20.79,"test,drive,sales"
Claremont,1976,media,1,1,32.0,""
Claremore,2018,media,1,1,36.0,"front,rear,power"
Clarksburg,2013,media,1,1,0.0,"boasts,only,miles"
Clarksville,2004,bassa,1,1,9.0,"rear,front,seat"
Claysburg,2014,bassa,3,3,150.33,"front,rear,power"
Claysburg,2018,media,3,3,42.33,"rear,front,power"
Clayton,2017,media,20,21,15.67,"power,rear,seat"
Clearfield,2017,media,2,2,67.0,"rear,color,front"
Clearfield,2020,alta,2,2,29.0,"rear,control,siriusxm"
Clearfield,2020,media,8,21,120.38,"engine,transmission,wheel"
Cleveland,2002,alta,2,2,88.0,"power,front,wheel"
Cleveland,2004,bassa,19,22,122.41,"power,front,steering"
Cleveland Heights,2019,media,14,16,13.38,"front,rear,power"
Clifton,2008,bassa,1,1,9.0,"front,rear,power"
Clifton,2009,bassa,1,1,28.0,"front,rear,type"
Clifton Heights,2012,bassa,3,3,134.67,"1ownercar,vehicles,credit"
Clifton Heights,2016,bassa,10,13,42.69,"front,rear,comma"
Clifton Heights,2020,media,2,2,54.0,"comma,front,rear"
Clio,2001,bassa,2,2,52.0,"power,wheel,rear"
Clio,2021,media,4,5,29.4,"front,rear,system"
Clyde,2010,bassa,1,1,194.0,"power,seat,side"
Coatesville,2019,media,11,17,251.76,"power,rear,wheel"
Cobleskill,2007,bassa,1,1,12.0,"equinox,most,2007"
Cockeysville,2015,bassa,16,21,23.33,"front,rear,wheel"
Cockeysville,2015,media,6,7,14.0,"front,rear,power"
Cockeysville,2017,bassa,26,41,28.76,"front,rear,wheel"
Cohasset,2015,bassa,1,1,109.0,"front,rear,type"
Colchester,2016,bassa,5,7,28.29,"front,wheel,steering"
College Park,2021,bassa,1,1,34.0,"power,rear,mirror"
Colmar,2011,bassa,2,2,5.5,"power,wheel,front"
Colmar,2016,media,5,5,12.6,"front,power,rear"
Colonia,2019,bassa,3,3,14.33,"front,type,rear"
Colonial Heights,2013,bassa,4,4,65.5,"power,steering,rear"
Columbia,2018,bassa,2,3,9.33,"power,rear,front"
Columbia,2019,media,20,31,81.45,"front,rear,power"
Columbiana,2008,media,1,1,4.0,"dealer,power,seat"
Columbus,1994,bassa,1,1,27.0,"front,rear,wheel"
Columbus,2008,bassa,98,137,59.18,"front,rear,power"
Columbus,2015,bassa,123,302,41.39,"front,rear,power"
Columbus,2015,media,44,80,33.73,"power,rear,front"
Columbus,2016,media,63,146,32.94,"front,rear,power"
Comstock Park,2011,bassa,4,4,36.0,"wheel,2011,speed"
Comstock Park,2020,media,7,110,131.85,"front,power,seat"
Concord,1923,bassa,1,1,214.0,"model,just,part"
Concord,1979,alta,1,1,43.0,"classic,even,when"
Concord,2014,media,7,13,9.62,"rear,front,power"
Concord,2019,media,66,180,143.45,"rear,power,front"
Conneaut Lake,2014,bassa,3,3,27.33,"2014,drive,traverse"
Conover,2009,bassa,1,1,5.0,"power,driver,toyota"
Conshohocken,2006,media,1,1,6.0,"cayman,been,completed"
Conshohocken,2017,bassa,44,141,34.24,"power,control,rear"
Coopersville,2012,media,1,1,12.0,"kona,blue,metallic"
Coopersville,2017,bassa,9,11,31.73,"power,front,wheel"
Coopersville,2021,media,3,7,19.86,""
Coraopolis,2019,alta,2,2,23.5,"seats,system,package"
Coraopolis,2020,media,28,225,103.37,"rear,front,power"
Corinna,2011,bassa,2,2,180.0,"airbag,power,control"
Cornelius,2016,media,19,22,32.27,"front,rear,power"
Cornelius,2017,alta,3,3,13.33,"front,rear,seats"
Cornelius,2018,bassa,13,14,30.86,"front,rear,wheel"
Corning,2007,bassa,1,1,26.0,"visit,walushka,auto"
Cortland,2004,bassa,1,1,12.0,""
Cortland,2013,bassa,8,9,48.78,"front,rear,power"
Cortlandt Manor,2014,media,1,1,9.0,"control,airbags,conditioning"
Costa Mesa,2012,bassa,1,1,42.0,"front,rear,type"
Council Bluffs,2017,media,1,1,613.0,"power,control,steering"
Covington,2001,bassa,2,2,35.0,"power,brakes,front"
Cranberry Twp,2015,media,4,5,16.0,"front,rear,power"
Cranberry Twp,2017,bassa,8,8,44.25,"power,front,2017"
Cranston,2011,bassa,13,18,179.94,"front,rear,type"
Creedmoor,2010,bassa,1,1,5.0,"power,front,seat"
Crest Hill,2011,bassa,17,22,100.23,"front,rear,type"
Crest Hill,2012,bassa,12,12,41.17,"front,rear,type"
Crest Hill,2017,bassa,3,3,74.33,"front,rear,type"
Crestwood,1999,bassa,2,2,56.0,"wheel,pulaski,right"
Crestwood,2006,bassa,23,26,89.35,"front,rear,power"
Crestwood,2014,media,8,8,39.88,"power,seat,airbag"
Crete,2011,bassa,4,4,215.75,"front,rear,type"
Crete,2016,media,8,10,37.2,"front,rear,type"
Crossville,2008,media,1,1,28.0,"front,power,steering"
Croton-On-Hudson,2013,bassa,1,2,28.5,"power,rear,mirror"
Croydon,2014,bassa,12,13,80.08,"power,airbag,seat"
Croydon,2017,media,2,2,24.5,"power,airbag,front"
Croydon,2019,bassa,1,1,286.0,"airbag,additional,financing"
Crystal Lake,2018,bassa,5,5,67.0,"front,rear,seat"
Crystal Lake,2019,bassa,4,12,108.58,"nissan,trim,charcoal"
Cumberland,2014,bassa,14,16,30.0,"front,rear,power"
Cuyahoga Falls,2017,media,72,158,30.89,"front,rear,power"
Dagsboro,2008,bassa,2,2,9.0,"front,rear,type"
Dagsboro,2011,bassa,1,1,241.0,"front,rear,type"
Dallas,2006,bassa,1,1,15.0,""
Dallas,2015,bassa,3,4,216.5,"front,rear,side"
Dallastown,2018,media,1,1,89.0,"power,sunroof,remote"
Dalton,2013,bassa,5,5,7.2,"front,power,rear"
Dalton,2015,media,1,1,189.0,"speed,automatic,electronic"
Danbury,1998,bassa,1,1,47.0,"power,wheel,additional"
Danbury,2015,media,8,11,15.82,"power,wheel,rear"
Danbury,2020,media,92,1043,108.63,"rear,front,power"
Danvers,2010,bassa,7,10,12.7,"front,rear,wheel"
Dartmouth,2009,bassa,2,3,51.33,"power,bags,control"
Dartmouth,2017,bassa,8,8,20.88,"system,wheel,power"
Davidsville,2018,bassa,1,1,77.0,"front,rear,type"
Davie,2018,media,1,1,21.0,"beach,city,miami"
Davisburg,2013,media,2,2,432.5,""
Davisburg,2015,bassa,1,1,35.0,"front,rear,power"
Davison,2008,bassa,17,18,77.67,"front,rear,wheel"
Davison,2016,bassa,6,9,31.67,"front,rear,steering"
